405	1013	198
409	561	311
410	799	404
410	819	332
411	803	380
412	664	250
414	1049	413
418	629	472
418	818	476
418	1182	426
419	868	261
424	491	424
426	950	101
431	1314	149
434	1369	351
435	1345	195
437	1161	244
439	788	349
440	861	181
440	896	204
441	615	195
441	1144	209
441	1231	195
444	504	458
452	1055	192
452	1183	477
453	1292	373
457	1312	216
458	1338	436
459	1415	200
463	1107	220
465	525	165
466	601	334
466	954	261
468	1009	399
468	1321	499
470	1289	172
471	944	389
479	906	481
483	549	342
484	1053	174
484	1118	131
484	1258	377
485	1406	123
486	844	177
488	1167	496
488	1240	443
491	1228	337
492	953	469
493	1022	247
495	1046	198
497	1020	296
498	1313	127
499	1151	345
500	1235	235
500	1311	260
502	814	376
503	614	152
504	1122	135
505	1054	143
505	1287	205
508	633	192
509	1306	488
510	858	173
512	1208	238
516	765	470
521	875	376
522	638	419
522	874	400
529	1063	483
530	614	196
533	718	306
533	1152	291
534	646	126
540	863	441
541	707	195
548	1140	152
551	683	239
554	1211	478
556	1287	239
557	1105	123
560	713	431
561	635	444
565	670	310
565	1251	423
567	940	201
567	1144	166
570	1236	344
571	1350	224
574	739	102
576	1063	413
576	1106	298
577	928	242
578	1170	241
579	760	332
580	1293	128
582	875	310
582	1432	324
583	1194	421
585	650	423
589	751	472
589	911	273
589	1431	272
590	1159	350
591	830	478
596	1423	457
597	821	120
598	796	223
601	1053	343
602	826	397
605	919	358
605	1268	240
606	703	313
606	1099	473
607	1378	107
608	756	320
615	693	323
615	724	332
618	1203	355
622	957	363
623	1087	162
625	1246	368
633	1295	282
634	862	376
635	1084	243
635	1166	113
637	1077	369
638	1436	359
639	806	497
639	1166	389
646	838	402
646	1225	341
648	942	254
651	894	385
652	1144	379
653	893	120
654	812	335
655	805	334
656	1102	226
658	720	197
658	846	455
658	1370	491
659	1130	251
662	745	276
663	892	117
665	739	186
666	789	294
667	945	355
667	949	416
669	921	165
669	1265	111
670	1165	115
672	845	488
672	975	168
672	1391	408
672	1411	377
675	1406	477
678	1304	435
681	1239	262
681	1309	239
682	787	322
682	1109	485
683	875	342
683	993	494
686	1025	462
686	1423	362
687	1095	410
688	1297	394
688	1299	152
693	1132	345
697	1268	183
700	1099	213
700	1384	285
701	1408	324
702	1383	451
703	936	471
706	1341	158
707	1076	363
708	1055	397
708	1077	366
709	1330	218
710	1032	267
712	787	417
713	788	399
713	1153	443
714	1257	143
715	1233	265
717	1368	336
722	1177	266
727	1228	251
729	913	415
732	1167	141
732	1323	426
733	1041	331
733	1115	222
736	1196	390
739	950	324
739	1416	292
741	1077	273
744	1072	182
746	823	224
746	838	400
746	1222	450
748	816	316
751	1188	405
753	1363	170
755	1004	237
756	887	384
756	925	323
757	953	295
757	1019	373
757	1034	387
758	1426	479
759	1382	135
762	1434	230
765	1255	312
770	1350	330
774	1184	402
775	969	256
775	1127	404
778	1358	443
782	1243	450
783	1347	124
785	1123	297
785	1213	218
788	1410	442
790	1273	456
793	1206	437
794	1107	250
794	1171	183
795	858	148
795	1218	233
796	938	207
796	1421	487
797	986	448
802	973	337
803	1048	438
805	980	173
805	1188	167
806	1350	331
807	1438	433
808	992	129
808	1412	377
809	1090	358
812	1053	260
813	1159	210
813	1312	304
814	1185	478
815	1200	449
815	1324	397
816	1166	450
816	1219	161
816	1379	406
817	1049	396
817	1292	353
819	1047	285
820	962	246
820	1385	169
821	918	172
824	1025	217
827	1053	413
829	927	447
830	898	161
831	1248	216
831	1331	467
833	1107	294
833	1298	143
834	1381	324
835	1028	369
836	1383	262
837	1298	468
838	1096	461
838	1333	419
840	934	405
840	1155	276
842	1389	450
842	1430	314
843	1386	269
854	1425	117
855	1030	250
855	1260	227
857	1221	154
857	1408	107
859	1391	147
861	1201	290
861	1432	481
863	1242	500
864	1062	137
864	1410	189
867	1217	120
874	1041	141
874	1142	301
874	1199	119
876	1074	377
877	1127	402
879	1032	416
880	1164	161
880	1319	488
886	1107	455
887	1087	391
888	1320	210
889	1263	324
890	1037	366
893	1176	381
894	1214	404
895	1105	435
896	1246	261
897	1073	101
898	997	209
898	1119	162
900	970	184
901	1081	175
904	1034	495
905	1233	199
906	1240	279
907	1054	111
908	1075	267
911	1057	159
912	996	443
913	1096	466
913	1322	264
914	1144	203
914	1309	267
914	1406	494
917	1325	476
918	1143	200
918	1363	441
919	1032	322
921	1345	168
924	995	163
927	1161	353
927	1174	382
928	1004	294
928	1144	489
928	1400	120
930	1091	310
934	1340	168
939	1041	330
944	1060	364
944	1198	185
944	1294	321
948	1178	436
950	1421	190
951	1137	441
952	1416	402
954	1014	386
956	1153	243
959	1197	416
959	1420	453
961	1238	258
963	1281	381
965	1113	420
965	1224	277
966	1213	398
969	1339	190
978	1233	350
979	1402	256
981	1322	217
982	1064	178
982	1117	343
982	1405	160
983	1238	437
984	1338	137
988	1071	444
991	1203	339
992	1072	120
994	1386	396
998	1427	454
1005	1088	317
1005	1220	367
1007	1273	286
1009	1200	358
1009	1263	408
1011	1077	291
1018	1414	482
1021	1093	431
1024	1439	160
1025	1124	412
1026	1251	454
1027	1199	445
1029	1241	368
1031	1092	204
1033	1147	166
1043	1119	378
1046	1399	334
1047	1397	245
1055	1164	447
1056	1392	434
1058	1401	100
1059	1165	429
1059	1405	348
1060	1151	336
1062	1312	136
1064	1281	333
1071	1151	280
1071	1252	168
1072	1256	112
1073	1433	345
1074	1364	358
1074	1390	113
1075	1179	278
1077	1172	375
1079	1162	285
1085	1212	281
1086	1340	305
1086	1375	170
1086	1397	224
1092	1237	409
1092	1406	338
1096	1242	208
1098	1276	404
1104	1170	181
1107	1304	286
1113	1229	106
1113	1429	323
1114	1178	480
1114	1427	418
1119	1181	329
1124	1375	240
1125	1197	275
1126	1419	378
1129	1359	371
1129	1430	345
1130	1390	450
1131	1407	482
1133	1212	153
1133	1335	382
1134	1339	417
1138	1299	346
1139	1418	105
1142	1304	275
1142	1339	409
1143	1323	102
1147	1245	171
1152	1416	262
1156	1340	224
1164	1364	417
1167	1391	336
1170	1261	486
1173	1237	173
1174	1416	239
1175	1419	197
1177	1268	209
1177	1341	242
1185	1410	311
1187	1398	285
1189	1415	456
1198	1414	275
1207	1269	145
1207	1292	344
1207	1354	101
1207	1390	415
1207	1429	135
1210	1422	427
1211	1363	202
1212	1415	187
1214	1413	132
1222	1424	443
1225	1354	298
1226	1412	357
1228	1426	470
1229	1317	124
1232	1431	227
1235	1344	429
1235	1433	273
1236	1438	293
1237	1367	101
1243	1411	355
1245	1400	178
1245	1421	356
1246	1384	202
1246	1403	122
1246	1430	413
1251	1363	204
1257	1426	150
1258	1359	486
1258	1374	405
1259	1386	187
1263	1425	217
1266	1346	142
1266	1393	156
1267	1423	125
1269	1356	324
1271	1394	108
1271	1419	357
1272	1388	462
1272	1416	123
1273	1426	300
1275	1339	500
1277	1356	284
1278	1343	109
1278	1350	377
1280	1385	275
1280	1427	433
1281	1398	332
1288	1414	266
1289	1419	142
1291	1412	271
1292	1380	191
1294	1401	224
1296	1363	366
1296	1427	224
1297	1402	238
1300	1372	480
1300	1415	320
1301	1363	132
1302	1371	363
1302	1403	129
1302	1420	271
1303	1372	204
1307	1408	210
1311	1398	287
1315	1375	192
1317	1411	404
1320	1438	220
1322	1437	483
1323	1417	281
1323	1433	444
1327	1407	424
1327	1430	482
1330	1404	468
1331	1393	334
1331	1420	213
1331	1425	486
1332	1428	425
1334	1405	229
1337	1399	372
1337	1406	291
1339	1407	122
1340	1432	105
1343	1435	457
1346	1413	452
1346	1433	204
1346	1435	259
1348	1418	465
1350	1416	343
1351	1431	295
1353	1421	199
1357	1425	285
1357	1433	177
1358	1423	416
1358	1438	249
1363	1434	315
1363	1435	285
1364	1427	307
1366	1430	129
1367	1432	394
1367	1435	166
1371	1435	372
1373	1437	443
1374	1440	279
1375	1435	152
1375	1438	164
1378	1439	257
1380	1440	382
1380	1440	346
