20	73	58	35	107
65	30	53	92	148
51	93	1	84	120
26	54	28	74	106
53	24	27	83	97
61	78	40	155	13
5	82	40	58	142
22	62	94	20	64
69	87	29	12	70
25	55	92	28	125
16	33	94	78	19
55	93	78	100	80
22	14	30	91	21
74	32	87	73	128
72	73	9	56	88
86	39	72	113	67
19	47	61	117	119
12	68	66	152	28
37	17	7	55	120
26	45	74	98	118
82	2	10	86	94
62	9	83	124	56
21	8	18	87	65
69	46	98	77	90
59	19	77	107	65
44	30	96	73	109
7	6	63	26	154
15	8	56	95	25
87	25	39	161	19
44	51	35	162	18
23	64	19	134	135
89	67	74	113	62
45	87	44	129	116
66	18	71	91	20
89	37	30	65	115
32	37	39	10	123
38	21	20	90	60
47	56	64	87	93
35	100	57	11	169
49	55	93	79	101
19	92	6	27	73
60	80	20	12	66
56	83	52	62	156
92	40	21	107	73
100	14	68	126	72
37	71	27	89	110
94	65	52	22	83
80	98	5	110	70
83	77	14	106	99
61	79	13	148	41
34	10	27	103	137
64	35	10	114	31
92	19	92	85	122
44	17	53	90	16
13	94	63	107	37
65	35	6	144	36
74	83	15	109	73
83	77	60	63	76
75	83	93	20	137
4	58	95	93	65
25	89	40	64	149
51	8	44	65	149
19	93	84	40	72
93	57	97	114	117
13	34	2	73	85
80	75	81	68	109
20	58	5	110	63
84	7	26	65	147
71	44	30	71	22
65	17	43	32	54
84	70	10	85	95
86	68	12	119	95
88	14	8	41	147
31	17	79	85	145
45	35	18	100	110
60	29	59	100	80
6	47	82	88	42
83	77	65	85	95
21	21	98	117	142
45	95	31	82	98
45	85	83	54	79
77	53	72	21	135
17	50	57	123	124
35	8	92	169	34
72	66	82	87	93
16	92	71	85	124
38	51	20	54	12
8	50	83	71	49
73	35	52	66	114
10	92	32	36	121
72	89	12	134	52
50	81	18	21	159
47	7	48	149	125
80	48	10	90	154
7	58	3	104	76
24	44	68	67	39
89	90	43	57	116
60	39	2	63	83
73	11	13	27	56
31	48	60	80	100
6	56	49	132	57
73	34	74	46	104
92	45	38	46	64
35	87	95	44	125
63	95	22	96	141
68	56	79	148	32
14	78	55	24	128
40	14	47	77	136
23	89	93	114	66
30	69	81	70	110
38	73	16	67	113
42	97	84	45	60
43	16	95	33	24
93	27	11	95	85
22	67	58	23	107
30	94	77	50	91
33	52	57	106	74
25	65	21	63	117
93	41	76	52	132
5	54	30	99	66
85	35	97	67	77
3	84	92	72	113
37	67	59	83	58
75	50	24	64	94
13	88	55	101	79
62	56	82	74	106
98	82	78	116	64
31	27	24	78	102
6	83	71	156	24
9	23	78	117	63
44	21	27	75	105
20	96	9	85	95
12	89	79	164	16
10	93	85	31	54
15	43	34	129	51
14	19	51	70	110
97	59	63	165	15
28	40	86	79	101
82	14	73	10	70
37	89	10	65	123
8	54	77	98	132
90	68	26	84	32
86	85	12	73	79
18	68	50	136	44
9	41	84	105	57
75	64	24	140	138
67	23	80	89	55
34	29	17	100	117
98	54	83	68	112
71	63	39	53	127
42	93	41	45	147
35	55	80	108	72
44	45	41	102	114
10	79	6	29	143
67	8	15	55	38
66	76	68	39	110
92	98	100	38	32
62	33	86	68	120
14	24	28	157	40
17	59	10	128	91
47	74	54	20	132
45	47	48	51	102
65	37	15	108	97
14	53	32	48	83
93	75	30	69	49
12	59	74	96	66
16	15	5	119	61
95	91	71	77	103
75	27	88	140	40
52	3	99	94	11
9	1	48	30	107
83	90	29	162	18
43	19	43	52	59
27	73	94	135	73
77	57	37	33	95
88	49	88	82	87
51	63	61	144	82
35	89	12	140	147
59	83	99	77	31
90	21	51	136	44
85	48	15	149	45
17	41	89	64	142
49	55	39	87	93
53	78	3	76	104
93	74	79	120	77
66	17	99	87	67
15	4	56	73	150
53	51	72	72	82
85	25	97	107	73
70	86	64	119	160
46	13	64	92	11
1	43	76	149	49
34	46	69	89	91
13	73	7	12	59
32	83	92	159	21
36	1	1	62	119
98	8	57	91	89
33	43	40	163	17
50	85	53	77	103
6	76	58	60	85
87	21	28	41	92
51	52	71	40	140
82	13	35	133	19
39	66	20	89	91
7	56	57	10	170
80	89	3	95	82
33	39	84	84	76
32	38	41	30	31
26	7	46	145	35
24	92	94	67	70
10	48	95	72	108
30	66	50	114	66
77	19	33	77	103
74	1	7	168	12
80	1	89	84	50
1	18	31	160	101
25	8	57	116	108
83	92	8	113	67
3	67	99	146	34
59	10	5	66	76
89	10	57	124	56
46	46	16	158	59
37	51	100	40	127
2	30	24	116	64
57	58	60	84	80
28	19	56	89	83
7	77	16	89	91
62	92	96	131	122
59	96	11	85	134
76	19	85	52	68
17	35	87	115	129
14	28	60	104	96
76	30	83	74	106
75	73	17	47	133
74	61	72	123	57
26	91	1	97	83
82	60	39	16	57
86	49	94	23	54
93	14	72	83	30
23	69	7	104	76
62	83	91	59	108
64	47	56	88	92
77	25	100	80	148
82	2	73	66	111
85	81	75	76	53
14	8	65	93	87
23	97	70	19	105
13	27	69	30	12
66	25	39	39	141
40	57	25	162	18
86	85	36	102	57
60	52	18	89	93
41	22	83	82	112
77	77	1	52	103
54	95	68	57	123
61	12	51	104	72
97	80	11	87	135
67	36	18	73	11
8	88	15	32	148
74	78	93	104	76
47	80	26	75	117
17	24	44	38	142
90	84	56	46	23
46	6	46	77	103
60	70	27	12	152
63	38	60	108	118
87	74	37	101	40
37	61	15	27	153
50	35	48	91	25
20	47	16	65	59
65	78	27	73	107
63	31	64	63	67
94	94	18	99	32
9	22	86	73	10
53	80	89	74	106
64	89	58	159	21
15	85	72	15	33
8	23	88	86	94
6	30	65	116	64
39	96	93	170	10
5	82	35	73	157
61	28	2	124	98
86	26	26	67	90
33	38	96	34	146
97	96	31	146	34
15	71	35	137	100
61	79	77	106	74
47	80	54	96	60
25	77	75	62	75
68	51	4	149	31
82	69	36	10	109
97	83	3	29	130
66	53	60	116	64
3	90	97	93	48
31	46	53	111	142
52	80	91	124	59
25	79	72	26	69
86	61	81	76	20
10	2	94	88	70
24	71	99	93	87
52	90	97	30	113
72	16	3	83	19
82	25	23	110	70
98	21	53	147	22
84	68	4	61	49
49	2	48	105	93
45	28	22	75	105
55	49	95	85	95
19	13	65	24	33
8	36	96	13	77
47	46	67	142	33
12	89	79	116	64
26	20	70	70	70
61	81	13	18	36
8	6	10	138	41
65	71	7	22	141
59	1	60	87	93
51	44	27	134	46
16	23	37	129	108
63	61	67	62	118
27	90	46	43	130
66	70	16	43	108
83	78	87	86	14
29	66	95	65	115
78	82	25	55	146
27	88	69	128	52
33	40	41	98	139
80	9	42	83	20
48	15	70	15	97
49	45	56	167	14
15	4	20	59	61
25	31	6	32	101
20	40	31	126	49
6	78	10	126	48
88	22	55	38	142
97	7	72	60	104
33	77	24	85	59
69	76	25	143	144
34	25	73	80	57
42	85	98	129	27
55	11	30	27	104
12	9	11	113	67
76	41	43	97	83
67	14	65	32	71
15	80	17	69	111
64	20	1	168	12
29	22	98	33	38
7	92	20	66	131
13	12	71	81	108
52	76	58	49	36
63	77	63	21	53
96	10	70	120	118
75	72	68	106	81
4	38	50	59	157
54	20	40	96	107
65	57	55	119	21
11	96	24	90	102
1	71	76	151	29
98	36	63	87	68
57	31	76	72	148
53	6	23	93	68
61	93	92	103	77
100	33	91	27	40
21	46	34	74	58
96	64	36	70	69
23	4	52	14	15
44	19	39	14	166
82	27	69	164	58
54	16	78	128	70
6	72	62	28	27
100	53	56	104	104
64	2	11	67	113
36	15	82	73	107
46	51	7	92	41
95	32	64	67	81
98	30	57	80	82
75	72	2	112	48
57	93	54	54	102
9	84	88	39	72
6	40	94	117	77
52	27	60	106	50
65	38	90	56	37
12	82	95	146	34
48	94	5	78	76
52	74	91	115	65
67	77	13	112	144
28	96	66	70	25
9	47	57	169	113
78	72	13	29	108
7	28	5	29	66
29	88	30	109	71
43	81	4	114	107
38	59	16	130	50
86	95	50	27	37
24	84	28	53	131
52	99	25	40	149
83	75	39	27	145
51	24	88	112	60
79	66	87	167	13
16	33	6	87	50
31	100	95	79	59
82	54	48	60	120
41	89	92	93	118
97	3	82	132	25
42	3	14	19	104
4	91	67	17	79
44	41	67	122	110
86	10	77	26	14
42	94	56	139	48
19	47	6	40	94
2	28	96	105	35
97	86	82	108	10
56	41	87	106	74
23	42	16	33	78
2	74	65	88	92
6	30	87	43	30
74	97	31	17	31
40	82	93	70	103
87	12	77	42	67
51	55	83	129	51
47	65	49	78	102
93	62	1	39	87
34	36	69	118	131
58	44	72	127	53
97	77	88	129	65
23	15	4	11	113
11	43	85	23	50
73	51	18	51	102
2	53	84	136	44
79	61	8	124	82
70	63	85	127	105
66	77	57	148	32
71	12	33	40	100
32	92	83	89	70
73	49	99	133	47
89	28	82	106	167
15	14	33	110	70
32	92	83	141	72
12	9	24	23	77
65	87	52	90	109
81	25	86	39	77
34	77	94	76	61
21	62	77	31	28
65	13	56	30	24
30	13	74	92	28
22	82	35	34	62
82	90	43	86	117
39	92	3	36	102
73	46	58	97	83
65	87	35	146	46
84	1	60	80	33
14	2	75	119	23
83	25	28	151	29
53	87	56	34	75
20	10	24	83	86
76	33	24	112	68
69	4	43	93	144
6	75	34	112	108
14	30	27	153	99
77	84	72	80	100
45	20	92	33	142
81	52	36	116	64
52	99	84	70	80
85	18	88	122	58
64	71	98	139	41
33	36	82	64	128
54	20	73	30	150
95	45	98	141	80
13	72	50	137	43
96	66	2	14	101
76	32	84	96	84
93	58	96	169	31
40	29	2	23	21
80	92	90	60	122
2	16	4	96	128
30	61	66	90	90
70	33	68	72	108
61	10	19	44	69
29	2	61	93	137
90	8	7	167	69
4	34	14	95	85
43	84	41	23	131
30	68	95	94	101
27	31	98	143	37
42	92	60	47	132
59	89	73	71	109
62	47	10	104	76
63	26	88	97	77
82	88	23	132	86
6	20	63	158	22
84	95	64	70	166
37	47	18	103	79
18	81	67	154	10
73	30	17	63	113
49	16	63	94	135
59	1	75	83	97
87	77	47	54	52
55	36	33	102	78
44	42	82	120	17
85	90	92	11	67
98	36	21	84	98
35	35	13	31	84
89	16	43	33	37
32	17	1	17	148
52	37	67	58	144
57	80	68	117	63
29	36	61	49	136
63	68	67	22	158
23	66	86	146	128
93	56	54	23	54
48	26	6	71	132
62	82	38	55	125
9	73	62	107	65
63	60	88	139	79
44	25	78	123	57
25	47	73	93	109
85	82	71	12	33
52	91	66	119	61
7	86	52	74	102
80	71	86	127	91
63	8	54	165	15
37	85	34	93	99
96	22	15	82	98
42	92	93	60	50
68	73	59	127	116
74	59	64	90	85
62	99	57	48	77
41	1	68	129	141
92	65	12	128	52
8	74	43	124	147
85	57	94	36	111
77	23	27	26	123
12	41	99	25	155
98	4	33	72	65
37	46	74	47	84
81	70	16	97	36
21	74	33	128	104
76	17	60	75	79
31	55	57	79	166
11	69	64	31	83
75	16	18	132	137
6	95	79	106	74
66	4	95	90	32
80	86	27	81	43
38	38	76	100	80
49	51	5	89	77
91	83	48	15	98
7	19	92	71	160
32	92	67	103	77
67	24	78	72	108
59	83	8	106	74
67	44	42	120	79
13	49	48	166	97
40	71	81	148	80
22	66	84	76	104
79	70	96	53	122
50	69	28	28	36
25	92	65	157	23
39	18	83	113	67
74	51	37	44	122
80	8	14	78	102
35	4	63	143	133
11	49	90	70	36
88	73	72	93	129
96	53	66	28	113
15	26	28	28	136
98	3	84	62	168
50	48	22	79	101
77	46	93	20	131
94	48	52	128	146
86	33	83	68	127
48	66	95	63	117
89	19	29	37	97
69	100	48	85	83
61	50	80	98	141
49	38	64	112	139
31	10	96	58	126
31	68	39	104	25
5	54	100	106	41
53	7	15	64	62
44	88	56	57	98
46	71	40	67	109
98	34	45	33	42
49	85	12	48	48
88	50	99	17	50
44	21	66	47	87
79	77	72	168	12
77	73	30	113	123
74	20	86	38	23
95	43	30	66	149
15	100	3	140	40
80	57	83	144	36
16	38	16	64	93
4	4	52	85	109
11	8	70	46	116
80	93	16	14	57
21	14	37	95	123
25	89	62	99	125
69	71	79	111	69
50	97	63	41	46
21	90	74	152	28
97	72	93	84	34
51	52	93	12	89
7	76	81	28	164
95	30	64	85	95
91	97	46	25	155
52	86	7	69	111
39	44	28	83	115
75	7	47	40	77
66	50	70	157	23
11	57	42	64	116
2	15	12	41	148
12	99	28	80	100
82	71	85	83	61
70	51	99	27	105
65	77	52	49	84
16	97	19	151	29
94	6	62	81	79
4	42	63	127	53
100	96	92	95	145
40	92	24	96	87
69	82	58	32	148
11	96	85	95	149
47	68	9	145	63
76	72	69	131	59
76	2	98	144	126
50	79	24	20	118
84	58	83	39	141
72	40	62	85	66
31	43	51	111	77
44	53	8	119	57
30	69	47	57	74
85	62	96	103	148
67	32	56	73	107
44	88	47	119	85
64	81	5	124	16
3	68	51	82	98
100	90	91	29	64
81	45	29	61	119
72	26	70	10	84
64	9	53	80	143
26	59	78	54	126
51	35	83	141	20
45	16	61	62	38
78	68	59	36	67
72	52	78	97	83
23	98	59	134	46
29	63	74	33	43
82	99	12	164	16
97	55	56	113	47
24	62	46	81	129
17	44	45	106	74
9	50	14	17	100
2	15	29	94	95
90	90	10	115	65
48	4	37	87	93
31	30	4	89	46
50	8	68	14	40
88	63	77	168	12
49	82	83	38	70
34	8	15	10	73
86	6	38	111	69
98	70	21	79	57
75	15	4	135	92
13	15	36	98	82
78	60	31	118	51
86	65	41	93	87
80	98	8	116	111
53	70	48	31	143
44	56	61	42	15
69	72	93	146	76
24	86	70	27	99
8	59	54	41	92
25	26	63	147	33
98	86	13	72	104
10	7	15	101	110
41	16	1	16	101
19	22	24	89	91
58	79	37	158	58
99	68	98	32	55
33	35	17	124	73
75	79	96	79	101
15	28	3	86	152
91	35	49	75	66
46	84	62	56	78
17	67	91	89	27
28	7	7	100	80
83	86	81	158	16
17	87	8	64	116
62	96	69	39	142
87	93	70	34	79
47	80	47	110	131
41	48	4	104	113
57	59	36	58	136
89	77	88	91	93
50	24	93	135	45
24	69	19	62	95
74	18	16	11	140
90	57	68	167	13
27	94	4	104	76
80	47	89	14	166
38	86	69	37	144
57	100	5	92	88
91	19	69	102	78
15	74	70	149	108
28	82	80	82	87
68	66	29	120	60
7	39	7	13	144
37	74	65	99	108
45	55	21	44	136
9	58	13	74	123
91	52	11	95	55
97	48	56	97	80
56	98	15	50	130
39	27	53	122	63
97	31	3	85	95
60	48	63	149	31
77	97	64	156	93
58	42	20	16	137
60	51	96	127	102
69	78	83	97	92
42	82	13	89	91
48	40	80	52	115
43	55	22	149	31
93	12	13	64	52
43	10	72	98	82
52	8	85	93	87
69	29	71	109	158
44	87	73	77	103
97	13	38	11	120
24	49	74	31	169
13	58	6	38	142
47	31	13	141	60
100	77	5	73	170
4	88	64	55	91
81	74	25	47	64
77	35	55	85	100
62	22	80	89	98
52	93	93	25	96
85	7	29	38	78
78	9	40	110	53
1	49	48	88	92
69	3	84	24	83
51	96	50	52	128
23	28	2	40	140
49	5	82	91	160
44	72	52	163	17
18	45	80	86	93
19	29	57	126	31
34	11	50	32	56
85	34	40	68	112
44	92	85	68	164
22	58	43	89	63
74	39	79	111	109
42	10	75	94	142
65	29	31	140	68
6	49	38	51	129
36	42	48	95	110
74	58	84	125	112
88	36	95	67	148
48	74	100	133	57
85	12	46	147	69
96	69	17	136	80
14	28	51	45	50
34	46	25	127	53
48	35	100	62	118
48	33	71	104	76
37	24	31	71	109
63	52	30	41	139
91	23	75	58	69
29	71	71	128	112
50	95	47	89	79
7	59	82	85	95
21	73	50	123	101
43	3	31	55	145
44	71	12	80	123
34	17	14	143	19
53	83	99	11	62
69	30	75	116	119
88	79	70	115	111
17	34	24	112	128
41	1	41	99	81
96	28	38	78	116
100	25	100	103	77
43	89	50	113	100
70	66	92	51	124
38	33	35	143	17
14	41	20	19	88
22	90	59	145	148
34	42	56	22	158
51	65	80	76	104
75	29	33	160	20
87	44	42	113	63
55	23	64	128	70
35	3	64	60	21
15	6	4	15	165
50	1	99	154	118
8	66	9	65	115
72	48	68	131	122
63	93	84	99	54
49	56	12	72	12
23	98	68	126	54
49	46	48	17	124
95	48	78	15	143
66	2	81	84	133
73	76	8	116	103
16	52	15	114	66
97	42	8	102	78
53	42	88	29	151
50	14	37	66	31
58	79	7	19	125
13	9	85	149	58
32	15	5	18	113
21	35	81	149	84
39	97	88	54	85
94	8	71	75	115
2	64	1	63	117
58	34	12	126	22
90	3	68	140	40
39	95	89	71	142
38	80	54	64	41
11	60	75	131	64
52	24	38	54	15
14	19	32	111	39
85	51	93	42	101
52	84	49	110	19
59	31	23	104	125
93	56	8	153	27
31	56	17	129	33
23	23	100	76	72
99	91	66	111	69
1	64	93	56	12
59	6	38	90	90
70	98	15	69	111
94	29	82	146	34
86	27	61	123	70
89	92	64	26	138
88	68	59	21	126
92	96	51	128	52
5	81	92	85	64
26	12	94	168	12
65	89	48	74	106
37	10	27	155	24
74	75	93	78	15
39	96	10	142	38
25	63	56	54	33
8	7	80	74	162
73	50	36	93	100
21	100	77	73	84
33	39	76	66	114
6	12	31	111	14
54	33	64	42	138
93	49	38	105	20
60	83	98	102	74
5	47	85	66	157
92	54	53	104	107
86	95	45	144	41
99	81	73	151	29
15	1	33	78	102
84	13	86	70	46
24	4	29	42	65
54	71	76	63	170
78	14	2	101	146
20	49	89	121	108
31	18	70	133	47
7	44	28	11	25
92	23	66	34	86
39	47	34	77	119
3	68	65	35	148
2	56	69	28	38
46	98	52	52	131
67	40	46	60	146
25	99	99	27	33
49	96	82	36	109
10	36	49	32	68
86	53	21	124	29
27	77	35	146	104
68	62	53	66	149
79	69	33	170	10
61	30	38	19	82
17	44	92	80	15
87	79	43	74	106
10	95	18	21	134
91	63	65	13	167
65	99	29	126	54
79	42	51	32	68
64	84	71	84	101
89	93	19	123	57
46	40	48	148	66
15	98	16	46	30
90	27	29	130	146
96	48	37	77	88
36	37	92	74	82
46	64	60	78	119
31	7	35	67	94
13	2	72	15	142
42	15	64	79	101
97	8	59	101	79
54	53	78	52	128
18	75	44	39	96
14	53	47	100	160
94	60	38	79	91
54	9	34	64	53
42	70	2	166	11
45	52	10	85	95
4	59	63	116	133
47	90	34	45	109
89	31	41	11	117
31	21	77	107	73
96	21	56	51	137
39	31	66	54	124
8	28	67	54	59
60	83	65	31	114
14	86	53	70	147
55	14	43	63	117
40	51	95	15	140
74	36	98	74	106
90	17	2	147	33
13	23	16	71	109
48	19	63	106	127
49	23	70	106	143
87	98	8	83	87
65	1	71	156	24
83	57	10	52	99
65	96	15	99	135
67	14	76	90	90
41	65	65	103	77
6	88	33	74	127
31	58	31	18	162
7	76	56	75	43
28	81	12	26	148
27	29	90	143	37
68	77	30	49	113
56	74	62	24	44
67	39	8	11	169
81	67	67	113	110
36	3	59	88	87
83	1	97	54	105
28	98	54	101	155
63	32	91	88	143
14	45	83	56	23
79	5	94	128	68
29	13	100	130	50
58	58	26	79	85
92	8	76	31	132
39	3	5	139	41
94	75	18	95	85
44	33	6	32	101
24	92	38	28	66
76	38	68	110	70
52	18	69	106	107
8	60	61	26	154
17	15	20	51	59
78	82	50	35	146
18	88	12	96	108
68	92	40	122	58
79	74	71	159	21
20	26	4	79	66
56	37	4	139	12
83	39	64	22	149
59	100	41	121	68
28	91	54	131	22
92	88	40	69	64
30	69	51	129	101
41	15	85	82	138
59	51	85	103	110
4	85	67	73	151
80	28	2	11	147
23	19	96	114	66
75	86	1	72	108
46	24	3	117	115
26	91	44	37	62
35	43	77	75	98
57	60	93	146	34
54	66	42	96	61
48	64	77	144	36
6	2	30	142	10
1	42	73	61	107
62	12	14	12	100
91	5	52	153	27
16	45	67	90	79
70	10	7	91	46
86	20	58	160	20
31	69	51	51	72
4	4	93	33	147
70	69	50	137	82
30	11	75	103	113
8	6	78	155	78
67	84	82	110	70
33	12	29	161	19
19	15	25	81	99
87	46	58	61	88
47	89	2	132	48
3	57	53	63	119
88	54	18	106	107
43	26	95	97	15
20	9	91	84	90
62	54	70	112	93
27	32	12	61	119
71	71	84	63	117
3	36	94	103	101
98	78	51	148	42
37	67	69	140	71
97	84	12	112	139
98	53	49	46	28
53	70	44	57	133
50	20	55	57	62
44	20	47	94	86
79	23	27	78	115
17	70	51	29	164
32	6	98	73	41
8	44	68	88	88
82	37	66	124	46
13	18	63	66	114
59	88	92	117	64
27	26	88	136	27
5	30	13	140	40
44	69	60	115	162
73	35	5	80	116
65	43	42	104	132
97	83	87	17	144
99	46	100	143	32
61	47	6	36	152
87	33	93	79	11
5	81	47	43	70
51	6	82	130	50
45	74	79	67	143
92	57	50	71	15
9	12	82	57	71
82	77	87	84	96
55	98	34	82	100
98	53	89	12	90
18	23	44	90	38
83	17	69	130	133
2	67	43	132	28
4	39	82	39	94
90	28	8	154	11
5	78	61	134	46
22	89	43	70	77
91	35	13	154	26
45	89	25	121	104
97	82	9	38	93
66	69	50	26	154
57	27	81	105	118
47	36	70	53	144
44	33	41	97	83
95	53	100	133	111
5	6	21	76	48
76	26	3	163	24
50	5	54	41	123
17	28	73	78	102
10	77	94	35	145
56	67	85	51	141
81	2	55	53	15
62	20	16	151	15
90	55	37	80	100
59	29	23	115	65
25	81	61	61	119
39	55	99	110	36
13	63	47	29	86
19	13	93	148	136
51	97	9	11	84
39	68	61	31	122
